"n","scheme","nu","p","q","test","power","se","crit","R0","R1"
100,"circle",2,3,3,"dCov",0.0442,0.00205539193342778,0.233143405664146,10000,10000
100,"circle",2,3,3,"HHG",0.0761,0.00265158047209584,14148.1834604651,10000,10000
100,"circle",2,3,3,"Genest",0.0437,0.00204426783959441,0.0581510409999965,10000,10000
100,"circle",2,3,3,"MIC",0.0463,0.00210134028657902,0.298872247981431,10000,10000
100,"two curves",0.1,3,3,"B_n",1,0,16.7791555028157,10000,10000
100,"two curves",0.1,3,3,"P_n",1,0,16.6114976936255,10000,10000
100,"two curves",0.1,3,3,"Hoeffding",1,0,0.00972299592283024,10000,10000
100,"two curves",0.1,3,3,"dCov",1,0,0.228597835150813,10000,10000
100,"two curves",0.1,3,3,"HHG",1,0,14410.6104416135,10000,10000
100,"two curves",0.1,3,3,"Genest",1,0,0.0574452420000016,10000,10000
100,"two curves",0.1,3,3,"MIC",1,0,0.300035589304137,10000,10000
100,"two curves",0.2,3,3,"B_n",1,0,16.9903509974522,10000,10000
100,"two curves",0.2,3,3,"P_n",1,0,16.8268241313965,10000,10000
100,"two curves",0.2,3,3,"Hoeffding",1,0,0.00971703610372609,10000,10000
100,"two curves",0.2,3,3,"dCov",1,0,0.230939605657323,10000,10000
100,"two curves",0.2,3,3,"HHG",1,0,14250.2015707836,10000,10000
100,"two curves",0.2,3,3,"Genest",1,0,0.058229185,10000,10000
100,"two curves",0.2,3,3,"MIC",0.9996,0.000199959995999189,0.298870838510869,10000,10000
100,"two curves",0.3,3,3,"B_n",1,0,16.7638706696456,10000,10000
100,"two curves",0.3,3,3,"P_n",1,0,16.5995542613107,10000,10000
100,"two curves",0.3,3,3,"Hoeffding",1,0,0.00968279072016185,10000,10000
100,"two curves",0.3,3,3,"dCov",1,0,0.2326823236791,10000,10000
100,"two curves",0.3,3,3,"HHG",1,0,14388.2378811557,10000,10000
100,"two curves",0.3,3,3,"Genest",1,0,0.0575746290000005,10000,10000
100,"two curves",0.3,3,3,"MIC",0.9893,0.00102885907684192,0.298534294133251,10000,10000
100,"two curves",0.4,3,3,"B_n",0.9979,0.000457776146167534,17.2603235814445,10000,10000
100,"two curves",0.4,3,3,"P_n",0.9977,0.00047903131421651,17.0619671842078,10000,10000
100,"two curves",0.4,3,3,"Hoeffding",0.9998,0.0001414072133945,0.00956872002159188,10000,10000
100,"two curves",0.4,3,3,"dCov",1,0,0.231711331073908,10000,10000
100,"two curves",0.4,3,3,"HHG",0.9994,0.000244875478560032,14246.2411495664,10000,10000
100,"two curves",0.4,3,3,"Genest",0.9996,0.000199959995999189,0.0565815080000035,10000,10000
100,"two curves",0.4,3,3,"MIC",0.9362,0.00244396317484532,0.301551185900535,10000,10000
100,"two curves",0.5,3,3,"B_n",0.9873,0.0011197638143823,17.0805085067265,10000,10000
100,"two curves",0.5,3,3,"P_n",0.9865,0.0011540255629751,16.8584274222826,10000,10000
100,"two curves",0.5,3,3,"Hoeffding",0.9972,0.000528408932551298,0.00985449846136516,10000,10000
100,"two curves",0.5,3,3,"dCov",0.999,0.000316069612585582,0.234422286801409,10000,10000
100,"two curves",0.5,3,3,"HHG",0.9941,0.000765845284636526,14204.4392955387,10000,10000
100,"two curves",0.5,3,3,"Genest",0.9971,0.000537735064878609,0.0580321039999971,10000,10000
100,"two curves",0.5,3,3,"MIC",0.8601,0.00346883251253213,0.299060064840781,10000,10000
100,"two curves",0.6,3,3,"B_n",0.9449,0.00228175349238256,17.0360541463088,10000,10000
100,"two curves",0.6,3,3,"P_n",0.9432,0.00231460061349685,16.8757545800243,10000,10000
100,"two curves",0.6,3,3,"Hoeffding",0.9883,0.00107531902243009,0.0100093083156412,10000,10000
100,"two curves",0.6,3,3,"dCov",0.9938,0.000784956049725078,0.235820754359426,10000,10000
100,"two curves",0.6,3,3,"HHG",0.9734,0.00160911279902933,14152.2971284497,10000,10000
100,"two curves",0.6,3,3,"Genest",0.9877,0.00110221186711086,0.0587133940000056,10000,10000
100,"two curves",0.6,3,3,"MIC",0.7463,0.00435127923718991,0.299171723888562,10000,10000
100,"two curves",0.7,3,3,"B_n",0.8808,0.00324023702836691,16.9613477106151,10000,10000
100,"two curves",0.7,3,3,"P_n",0.8789,0.0032624345204157,16.7633592065356,10000,10000
100,"two curves",0.7,3,3,"Hoeffding",0.9693,0.00172503652135252,0.00951064465930075,10000,10000
100,"two curves",0.7,3,3,"dCov",0.9812,0.00135818113666771,0.233013257353124,10000,10000
100,"two curves",0.7,3,3,"HHG",0.9335,0.00249154068800812,14017.1623803968,10000,10000
100,"two curves",0.7,3,3,"Genest",0.9722,0.00164399391726369,0.0569143589999942,10000,10000
100,"two curves",0.7,3,3,"MIC",0.6271,0.00483575836865326,0.29887399400174,10000,10000
100,"two curves",0.8,3,3,"B_n",0.7788,0.00415054887936523,16.8482436482453,10000,10000
100,"two curves",0.8,3,3,"P_n",0.7748,0.00417713969122413,16.6943656743685,10000,10000
100,"two curves",0.8,3,3,"Hoeffding",0.9323,0.00251230392269725,0.00975695307801345,10000,10000
100,"two curves",0.8,3,3,"dCov",0.9516,0.00214609971809327,0.232557772538267,10000,10000
100,"two curves",0.8,3,3,"HHG",0.8555,0.00351596003959089,14245.0220476661,10000,10000
100,"two curves",0.8,3,3,"Genest",0.9343,0.00247756957520874,0.0573041669999978,10000,10000
100,"two curves",0.8,3,3,"MIC",0.5168,0.00499717680295584,0.299480374084026,10000,10000
100,"two curves",0.9,3,3,"B_n",0.6746,0.00468524108237773,16.8950452903189,10000,10000
100,"two curves",0.9,3,3,"P_n",0.6747,0.00468486830124391,16.6702747564274,10000,10000
100,"two curves",0.9,3,3,"Hoeffding",0.875,0.00330718913883074,0.00999137838515599,10000,10000
100,"two curves",0.9,3,3,"dCov",0.9048,0.00293490987936597,0.234841225034354,10000,10000
100,"two curves",0.9,3,3,"HHG",0.7633,0.00425056596231608,14204.6321739798,10000,10000
100,"two curves",0.9,3,3,"Genest",0.8772,0.00328207495344028,0.0588362089999989,10000,10000
100,"two curves",0.9,3,3,"MIC",0.4116,0.00492123399159195,0.301112816210464,10000,10000
100,"two curves",1,3,3,"B_n",0.5675,0.0049542279923314,16.9328187085023,10000,10000
100,"two curves",1,3,3,"P_n",0.5638,0.00495912855247774,16.7712578286777,10000,10000
100,"two curves",1,3,3,"Hoeffding",0.825,0.00379967103839267,0.0095198427309068,10000,10000
100,"two curves",1,3,3,"dCov",0.8453,0.00361618459152737,0.234186095833248,10000,10000
100,"two curves",1,3,3,"HHG",0.6711,0.00469813569408122,14196.8698417199,10000,10000
100,"two curves",1,3,3,"Genest",0.8269,0.00378333701908778,0.0572914970000032,10000,10000
100,"two curves",1,3,3,"MIC",0.3529,0.00477871938912508,0.300117670156009,10000,10000
100,"two curves",1.1,3,3,"B_n",0.4832,0.00499717680295584,17.0138356606541,10000,10000
100,"two curves",1.1,3,3,"P_n",0.4833,0.00499721032176954,16.7877262061437,10000,10000
100,"two curves",1.1,3,3,"Hoeffding",0.7528,0.00431384005266769,0.00992936744363473,10000,10000
100,"two curves",1.1,3,3,"dCov",0.7869,0.00409497728931431,0.234715017717516,10000,10000
100,"two curves",1.1,3,3,"HHG",0.5979,0.00490321924861616,14163.7936950082,10000,10000
100,"two curves",1.1,3,3,"Genest",0.7597,0.0042726561996023,0.0583195220000035,10000,10000
100,"two curves",1.1,3,3,"MIC",0.2868,0.00452267354559225,0.300492321304803,10000,10000
100,"two curves",1.2,3,3,"B_n",0.408,0.00491463121709045,17.0607448376478,10000,10000
100,"two curves",1.2,3,3,"P_n",0.404,0.00490697462801674,16.9089192502077,10000,10000
100,"two curves",1.2,3,3,"Hoeffding",0.6749,0.00468412200951256,0.0102800570399981,10000,10000
100,"two curves",1.2,3,3,"dCov",0.7053,0.00455907786728852,0.237830124627892,10000,10000
100,"two curves",1.2,3,3,"HHG",0.5091,0.00499917183141368,14287.1104070331,10000,10000
100,"two curves",1.2,3,3,"Genest",0.684,0.00464912895067452,0.0590842220000007,10000,10000
100,"two curves",1.2,3,3,"MIC",0.2381,0.00425920638147531,0.300370988607216,10000,10000
100,"two curves",1.3,3,3,"B_n",0.3533,0.0047799488490987,16.9538564688705,10000,10000
100,"two curves",1.3,3,3,"P_n",0.3513,0.00477376486643404,16.7881662882899,10000,10000
100,"two curves",1.3,3,3,"Hoeffding",0.6295,0.00482938660701336,0.00964506202355979,10000,10000
100,"two curves",1.3,3,3,"dCov",0.66,0.0047370877129308,0.233742228185688,10000,10000
100,"two curves",1.3,3,3,"HHG",0.462,0.004985539088203,14125.3421216598,10000,10000
100,"two curves",1.3,3,3,"Genest",0.6391,0.0048026158497219,0.057221617999994,10000,10000
100,"two curves",1.3,3,3,"MIC",0.227,0.00418892587664189,0.29870386402035,10000,10000
100,"two curves",1.4,3,3,"B_n",0.3091,0.00462122483763774,17.1534927956442,10000,10000
100,"two curves",1.4,3,3,"P_n",0.3072,0.00461333025048067,16.9650278870019,10000,10000
100,"two curves",1.4,3,3,"Hoeffding",0.5729,0.00494657042808449,0.0097689504183429,10000,10000
100,"two curves",1.4,3,3,"dCov",0.6056,0.00488721433947806,0.234611808476619,10000,10000
100,"two curves",1.4,3,3,"HHG",0.4061,0.00491103644865318,14247.4414599139,10000,10000
100,"two curves",1.4,3,3,"Genest",0.5776,0.00493941535001866,0.0581806419999913,10000,10000
100,"two curves",1.4,3,3,"MIC",0.2045,0.00403335778229504,0.298114093214383,10000,10000
100,"two curves",1.5,3,3,"B_n",0.2728,0.00445398877412146,16.9173207356833,10000,10000
100,"two curves",1.5,3,3,"P_n",0.2707,0.00444321403940886,16.7599407326242,10000,10000
100,"two curves",1.5,3,3,"Hoeffding",0.5189,0.00499642662309775,0.00966671368641177,10000,10000
100,"two curves",1.5,3,3,"dCov",0.5565,0.00496797493955032,0.232249832642179,10000,10000
100,"two curves",1.5,3,3,"HHG",0.3554,0.00478634348955442,14212.8801963891,10000,10000
100,"two curves",1.5,3,3,"Genest",0.5329,0.0049891641584538,0.0570953550000028,10000,10000
100,"two curves",1.5,3,3,"MIC",0.1689,0.00374663569085653,0.299860480738455,10000,10000
100,"two curves",1.6,3,3,"B_n",0.2342,0.00423497768589163,17.0631733894109,10000,10000
100,"two curves",1.6,3,3,"P_n",0.2329,0.00422679062646827,16.9232665972019,10000,10000
100,"two curves",1.6,3,3,"Hoeffding",0.4725,0.00499243177219279,0.00973767365427895,10000,10000
100,"two curves",1.6,3,3,"dCov",0.4927,0.00499946707159873,0.235476541102807,10000,10000
100,"two curves",1.6,3,3,"HHG",0.3177,0.00465582119502027,14200.014557476,10000,10000
100,"two curves",1.6,3,3,"Genest",0.4754,0.00499394473337461,0.0583186269999927,10000,10000
100,"two curves",1.6,3,3,"MIC",0.1472,0.00354305179188789,0.301189572466866,10000,10000
100,"two curves",1.7,3,3,"B_n",0.2135,0.00409777683628574,17.0753950405302,10000,10000
100,"two curves",1.7,3,3,"P_n",0.2117,0.00408513292317398,16.9266530520699,10000,10000
100,"two curves",1.7,3,3,"Hoeffding",0.4331,0.00495504177580775,0.00980851275217991,10000,10000
100,"two curves",1.7,3,3,"dCov",0.4584,0.00498266434751529,0.234418731308725,10000,10000
100,"two curves",1.7,3,3,"HHG",0.2931,0.0045518390788779,14153.1104507426,10000,10000
100,"two curves",1.7,3,3,"Genest",0.4461,0.00497086300354375,0.0575985600000002,10000,10000
100,"two curves",1.7,3,3,"MIC",0.1412,0.00348227741571518,0.299881344470003,10000,10000
100,"two curves",1.8,3,3,"B_n",0.1983,0.00398719337379064,16.9079768966465,10000,10000
100,"two curves",1.8,3,3,"P_n",0.194,0.00395428881089887,16.8114653365762,10000,10000
100,"two curves",1.8,3,3,"Hoeffding",0.3835,0.00486238367470112,0.0100911153667965,10000,10000
100,"two curves",1.8,3,3,"dCov",0.4087,0.00491593643164759,0.235741210220683,10000,10000
100,"two curves",1.8,3,3,"HHG",0.2663,0.00442022974516031,14040.5344020535,10000,10000
100,"two curves",1.8,3,3,"Genest",0.3882,0.00487340496983372,0.058780163000001,10000,10000
100,"two curves",1.8,3,3,"MIC",0.1288,0.00334978447067867,0.299509053086989,10000,10000
100,"two curves",1.9,3,3,"B_n",0.1678,0.00373688586927672,17.093511325939,10000,10000
100,"two curves",1.9,3,3,"P_n",0.1681,0.00373955064145413,16.9053650598125,10000,10000
100,"two curves",1.9,3,3,"Hoeffding",0.3449,0.0047533566034961,0.0101556752035397,10000,10000
100,"two curves",1.9,3,3,"dCov",0.3741,0.00483889646510441,0.235211517186123,10000,10000
100,"two curves",1.9,3,3,"HHG",0.2284,0.00419801667457384,14214.5033634387,10000,10000
100,"two curves",1.9,3,3,"Genest",0.3483,0.00476431642525977,0.059424971000002,10000,10000
100,"two curves",1.9,3,3,"MIC",0.1213,0.00326475588673947,0.299352049305592,10000,10000
100,"two curves",2,3,3,"B_n",0.1689,0.00374663569085653,16.889692621619,10000,10000
100,"two curves",2,3,3,"P_n",0.1709,0.00376421558893749,16.6983229768507,10000,10000
100,"two curves",2,3,3,"Hoeffding",0.3554,0.00478634348955442,0.00912596735820225,10000,10000
100,"two curves",2,3,3,"dCov",0.3656,0.00481598006640393,0.231883607499257,10000,10000
100,"two curves",2,3,3,"HHG",0.225,0.00417582327212252,14053.7527931143,10000,10000
100,"two curves",2,3,3,"Genest",0.3506,0.00477157877436808,0.0566562000000007,10000,10000
100,"two curves",2,3,3,"MIC",0.11,0.0031288975694324,0.299885815375026,10000,10000
100,"X",0.1,3,3,"B_n",1,0,16.8159687541291,10000,10000
100,"X",0.1,3,3,"P_n",1,0,16.6534582202529,10000,10000
100,"X",0.1,3,3,"Hoeffding",1,0,0.00972861504801857,10000,10000
100,"X",0.1,3,3,"dCov",0.9909,0.000949588858401361,0.22855118750945,10000,10000
100,"X",0.1,3,3,"HHG",1,0,14356.8627966245,10000,10000
100,"X",0.1,3,3,"Genest",1,0,0.0579940519999999,10000,10000
100,"X",0.1,3,3,"MIC",1,0,0.29992037558394,10000,10000
100,"X",0.2,3,3,"B_n",1,0,16.8741047113332,10000,10000
100,"X",0.2,3,3,"P_n",1,0,16.6995468612612,10000,10000
100,"X",0.2,3,3,"Hoeffding",1,0,0.00985506030747194,10000,10000
100,"X",0.2,3,3,"dCov",0.9808,0.00137227402511306,0.229472352184948,10000,10000
100,"X",0.2,3,3,"HHG",1,0,14327.3051975107,10000,10000
100,"X",0.2,3,3,"Genest",1,0,0.058632081000001,10000,10000
100,"X",0.2,3,3,"MIC",1,0,0.29798650900381,10000,10000
100,"X",0.3,3,3,"B_n",1,0,16.7001784322666,10000,10000
100,"X",0.3,3,3,"P_n",1,0,16.5593545279577,10000,10000
100,"X",0.3,3,3,"Hoeffding",1,0,0.00992718248655287,10000,10000
100,"X",0.3,3,3,"dCov",0.9537,0.00210134028657902,0.231643172459949,10000,10000
100,"X",0.3,3,3,"HHG",1,0,14230.8332531311,10000,10000
100,"X",0.3,3,3,"Genest",0.9999,9.99949998749882e-05,0.0586988160000078,10000,10000
100,"X",0.3,3,3,"MIC",1,0,0.298647107848095,10000,10000
100,"X",0.4,3,3,"B_n",1,0,16.8681369763939,10000,10000
100,"X",0.4,3,3,"P_n",1,0,16.6901319640857,10000,10000
100,"X",0.4,3,3,"Hoeffding",0.9908,0.000954743944730732,0.0097622308451653,10000,10000
100,"X",0.4,3,3,"dCov",0.9155,0.00278136207639351,0.229300560973335,10000,10000
100,"X",0.4,3,3,"HHG",1,0,14338.5498755134,10000,10000
100,"X",0.4,3,3,"Genest",0.9783,0.0014570212764404,0.0576307370000016,10000,10000
100,"X",0.4,3,3,"MIC",0.9997,0.000173179098045915,0.299499066068279,10000,10000
100,"X",0.5,3,3,"B_n",1,0,16.9043438576254,10000,10000
100,"X",0.5,3,3,"P_n",1,0,16.7513134654436,10000,10000
100,"X",0.5,3,3,"Hoeffding",0.8614,0.00345528638465757,0.00981375133621083,10000,10000
100,"X",0.5,3,3,"dCov",0.8325,0.00373421678535138,0.230368757782385,10000,10000
100,"X",0.5,3,3,"HHG",1,0,14347.7088701466,10000,10000
100,"X",0.5,3,3,"Genest",0.8286,0.00376858116537245,0.0580100400000103,10000,10000
100,"X",0.5,3,3,"MIC",0.9844,0.00123921910895531,0.299447281645453,10000,10000
100,"X",0.6,3,3,"B_n",1,0,16.8858390670489,10000,10000
100,"X",0.6,3,3,"P_n",1,0,16.7225357001968,10000,10000
100,"X",0.6,3,3,"Hoeffding",0.6126,0.00487156278826415,0.00990694274429545,10000,10000
100,"X",0.6,3,3,"dCov",0.6943,0.00460703277609352,0.232223003737164,10000,10000
100,"X",0.6,3,3,"HHG",1,0,14281.1565766719,10000,10000
100,"X",0.6,3,3,"Genest",0.6103,0.00487682181343547,0.0581471390000024,10000,10000
100,"X",0.6,3,3,"MIC",0.8614,0.00345528638465757,0.298231323903619,10000,10000
100,"X",0.7,3,3,"B_n",1,0,16.7305489937575,10000,10000
100,"X",0.7,3,3,"P_n",1,0,16.5982764731086,10000,10000
100,"X",0.7,3,3,"Hoeffding",0.4807,0.00499627371147738,0.00913756954671902,10000,10000
100,"X",0.7,3,3,"dCov",0.6286,0.00483179097230002,0.226983960526209,10000,10000
100,"X",0.7,3,3,"HHG",0.9999,9.99949998749882e-05,14095.7627105412,10000,10000
100,"X",0.7,3,3,"Genest",0.4974,0.00499993239954302,0.0560802320000032,10000,10000
100,"X",0.7,3,3,"MIC",0.5758,0.00494220962728211,0.298561627260966,10000,10000
100,"X",0.8,3,3,"B_n",1,0,16.8583267000121,10000,10000
100,"X",0.8,3,3,"P_n",1,0,16.7016176995135,10000,10000
100,"X",0.8,3,3,"Hoeffding",0.3394,0.00473505691623659,0.00951565611405449,10000,10000
100,"X",0.8,3,3,"dCov",0.4548,0.00497952768844596,0.231632552683006,10000,10000
100,"X",0.8,3,3,"HHG",0.9994,0.000244875478560032,14171.6685168525,10000,10000
100,"X",0.8,3,3,"Genest",0.3376,0.00472891361731212,0.0575880739999985,10000,10000
100,"X",0.8,3,3,"MIC",0.2952,0.0045613261229603,0.299699297619859,10000,10000
100,"X",0.9,3,3,"B_n",0.9994,0.000244875478560032,17.0475030643984,10000,10000
100,"X",0.9,3,3,"P_n",0.9993,0.000264482513599677,16.8867971410665,10000,10000
100,"X",0.9,3,3,"Hoeffding",0.2471,0.00431325387613574,0.010058623925984,10000,10000
100,"X",0.9,3,3,"dCov",0.3332,0.00471357359123627,0.234259989936885,10000,10000
100,"X",0.9,3,3,"HHG",0.9955,0.000669309345519689,14350.5941407305,10000,10000
100,"X",0.9,3,3,"Genest",0.2408,0.00427569128913676,0.0591670389999995,10000,10000
100,"X",0.9,3,3,"MIC",0.1582,0.00364928431339626,0.298876938978808,10000,10000
100,"X",1,3,3,"B_n",0.9931,0.000827791640450664,16.9294951326385,10000,10000
100,"X",1,3,3,"P_n",0.9925,0.000862771696336867,16.7225631894195,10000,10000
100,"X",1,3,3,"Hoeffding",0.2064,0.00404720940896317,0.00985041611146175,10000,10000
100,"X",1,3,3,"dCov",0.2752,0.0044661500198717,0.233054310998428,10000,10000
100,"X",1,3,3,"HHG",0.9797,0.00141024501417307,14197.8579722686,10000,10000
100,"X",1,3,3,"Genest",0.2024,0.00401788800242117,0.057871993000005,10000,10000
100,"X",1,3,3,"MIC",0.0985,0.00297989513238302,0.298586636050604,10000,10000
100,"X",1.1,3,3,"B_n",0.9739,0.00159432713079844,16.9572340218381,10000,10000
100,"X",1.1,3,3,"P_n",0.9729,0.0016237484411078,16.7785546981594,10000,10000
100,"X",1.1,3,3,"Hoeffding",0.1876,0.00390392417959161,0.00934899502600165,10000,10000
100,"X",1.1,3,3,"dCov",0.2334,0.00422994609894736,0.23208039060711,10000,10000
100,"X",1.1,3,3,"HHG",0.9433,0.00231268480342653,14123.8729528676,10000,10000
100,"X",1.1,3,3,"Genest",0.182,0.00385844528275315,0.056840441999996,10000,10000
100,"X",1.1,3,3,"MIC",0.0717,0.0025799052308176,0.299486355737881,10000,10000
100,"X",1.2,3,3,"B_n",0.9292,0.00256490467659131,16.9344292501875,10000,10000
100,"X",1.2,3,3,"P_n",0.9267,0.00260628298540278,16.7687421757675,10000,10000
100,"X",1.2,3,3,"Hoeffding",0.1527,0.00359698081729664,0.00963521709839825,10000,10000
100,"X",1.2,3,3,"dCov",0.197,0.0039773232204587,0.23202115374797,10000,10000
100,"X",1.2,3,3,"HHG",0.8719,0.00334201122080702,14098.7198607027,10000,10000
100,"X",1.2,3,3,"Genest",0.1451,0.00352201632591333,0.0574637780000003,10000,10000
100,"X",1.2,3,3,"MIC",0.0649,0.00246349325146224,0.299383479386132,10000,10000
100,"X",1.3,3,3,"B_n",0.8561,0.0035098830464846,17.1070691780946,10000,10000
100,"X",1.3,3,3,"P_n",0.8504,0.00356678903216885,16.9799126270015,10000,10000
100,"X",1.3,3,3,"Hoeffding",0.1291,0.003353105873664,0.00997705197355418,10000,10000
100,"X",1.3,3,3,"dCov",0.1609,0.00367438688763173,0.233208350415322,10000,10000
100,"X",1.3,3,3,"HHG",0.7773,0.0041605854155395,14299.77090666,10000,10000
100,"X",1.3,3,3,"Genest",0.1234,0.00328895788966657,0.0576849519999953,10000,10000
100,"X",1.3,3,3,"MIC",0.0615,0.00240245187256686,0.299031141386737,10000,10000
100,"X",1.4,3,3,"B_n",0.7801,0.00414178693319683,16.8811232385378,10000,10000
100,"X",1.4,3,3,"P_n",0.7756,0.00417186576965271,16.7309717885791,10000,10000
100,"X",1.4,3,3,"Hoeffding",0.1131,0.00316714998066085,0.0099527039806863,10000,10000
100,"X",1.4,3,3,"dCov",0.141,0.00348021551056827,0.233453706563699,10000,10000
100,"X",1.4,3,3,"HHG",0.6858,0.00464196467026624,14182.794335404,10000,10000
100,"X",1.4,3,3,"Genest",0.1087,0.00311262445534311,0.0578686249999968,10000,10000
100,"X",1.4,3,3,"MIC",0.0589,0.00235437443920885,0.298253448685457,10000,10000
100,"X",1.5,3,3,"B_n",0.6765,0.00467811660820891,17.0920136802581,10000,10000
100,"X",1.5,3,3,"P_n",0.671,0.00469849976056188,16.9053938576864,10000,10000
100,"X",1.5,3,3,"Hoeffding",0.1121,0.00315489445148328,0.00974872462262005,10000,10000
100,"X",1.5,3,3,"dCov",0.1324,0.00338925124474418,0.232419800508997,10000,10000
100,"X",1.5,3,3,"HHG",0.5846,0.0049279086842189,14193.4122395717,10000,10000
